custid,ct_dairy,ct_drink,ct_fastfood,ct_fruite,ct_house_prod,ct_makeup,ct_meat,ct_sauce,ct_seafood,ct_snack,ct_vegetable,coverage,g_paid,buyed_prod_num,hf_6-11,hf_12-17,hf_18-23,wdf_Sun,wdf_Mon,wdf_Tue,wdf_Wed,wdf_Thu,wdf_Fri,wdf_Sat,n_distinct(prod),ct_cov,vdays,day_mean_amt,day_cov,first_cnt.prod,second_cnt.prod,third_cnt.prod,first_money.prod_ct,second_money.prod_ct,third_money.prod_ct
C1379,0.39,0.28,0,0,0,0,0,0,0,0.33,0,0.27,8160,3,0,0.61,0.39,0,0,0,0,0.72,0.28,0,3,1.6547303614801272,3,2720,0.17098552873872772,fermentedmilk,snacks,softdrinks,dairy,snack,drink
C1380,0,0,0.32,0,0,0,0,0,0,0.68,0,0.18,11690,2,0,0.68,0.32,0,0.32,0,0.68,0,0,0,2,2.289259721921711,2,5845,0.5189885528298185,otherreadymadefoods,ready-madesnacks,NA,snack,fastfood,NA
C1381,0.04,0.1,0.07,0.16,0.27,0,0.22,0.01,0.1,0,0.03,0.82,234332,33,0.2,0.69,0.11,0.38,0.04,0.02,0.18,0.05,0.27,0.06,18,0.9596600235917712,26,9012.76923076923,1.3826970888333727,otherlivefish,fruitvegetables,eidbleherbs,house_prod,meat,fruite
C1383,0.05,0.09,0,0.84,0,0.02,0,0,0,0,0,0.36,98450,13,0.23,0.63,0.13,0.13,0.2,0.13,0.35,0.12,0.05,0.02,9,2.6208134108909427,9,10938.888888888889,0.9472003355763248,mandarinorange/watermelonandotherfruits,softdrinks,apple/sweetmelon,fruite,drink,dairy
C1384,0.44,0.08,0.37,0,0,0,0,0.11,0,0,0,0.36,18980,6,0.11,0.65,0.24,0,0.24,0.26,0.21,0,0.17,0.11,5,1.6696363878647094,5,3796,0.29456248723527684,eggs,artificialpowders,bottledfoods,dairy,fastfood,sauce
C1385,0.08,0.09,0.33,0.15,0.15,0,0.15,0,0.05,0,0,0.64,38644,12,0.2,0.65,0.15,0.51,0,0.13,0.17,0,0.05,0.15,8,1.0682512531358974,11,3513.090909090909,0.9324802338563116,fruitvegetables,chilledagriculturalproducts,softdrinks,fastfood,meat,fruite
C1386,0,0,0,0,0,0,0,0,0.49,0.51,0,0.18,9861,2,0,1,0,0,0,0,0.49,0,0,0.51,2,2.1215091249229623,2,4930.5,0.017066363849751374,otherseafoods,pre-processedsnacks,NA,snack,seafood,NA
C1387,0,0,0.61,0,0,0,0,0,0,0.39,0,0.18,11680,2,0,0,1,0,0,0,0.61,0.39,0,0,2,2.1885075622377577,2,5840,0.3244942078047855,chillednoodles,ready-madesnacks,NA,fastfood,snack,NA
C1388,0,1,0,0,0,0,0,0,0,0,0,0.09,18080,3,0,0.67,0.33,0,0,0,0.33,0.67,0,0,1,3.1622776601683804,3,6026.666666666667,0.6736834647533816,harddrinks,NA,NA,drink,NA,NA
C1389,0.04,0.49,0.13,0,0.18,0,0,0,0,0.16,0,0.45,104576,17,0.44,0.56,0,0.12,0.3,0.13,0.08,0,0,0.38,11,1.5777246038848474,9,11619.555555555555,0.8833752451541944,softdrinks,cooky/cakes,kitchen/housedetergents,drink,house_prod,snack
C1390,0.03,0.36,0.36,0,0,0,0,0,0,0.26,0,0.36,144660,36,0,0.54,0.46,0.03,0.19,0.02,0.29,0.17,0.04,0.26,7,1.5944618681052443,24,6027.5,0.8178866741902705,ready-mademeals,harddrinks,pre-processedmeals,drink,fastfood,snack
C1391,0.8,0.03,0,0,0,0,0.07,0,0,0,0.09,0.36,20100,6,0.83,0.17,0,0.17,0,0.83,0,0,0,0,6,2.4972173816315024,2,10050,0.9231085541460203,eidbleherbs,fermentedmilk,koreanconfectionary,dairy,vegetable,meat
C1392,0,0,0,0.11,0,0,0.89,0,0,0,0,0.18,22509,3,0,1,0,0,0,0,0,0,0,1,3,2.7992012852166472,1,22509,0,fruitvegetables,koreanchicken,koreanpork,meat,fruite,NA
C1393,0,0,0,0,0,0,0,0.58,0,0,0.42,0.18,18284,4,0,0.19,0.81,0,0.19,0.58,0.23,0,0,0,4,2.1540410351042496,3,6094.666666666667,0.6426427198147466,eidbleherbs,lattuce,rootvegetables,sauce,vegetable,NA
C1394,0.09,0,0,0,0,0,0.28,0.34,0.3,0,0,0.36,30292,5,0,0,1,0,0.09,0.47,0,0.1,0,0.34,5,1.4731788573347897,5,6058.4,0.5536126661720802,koreanbeef,livefish,milk,sauce,seafood,meat
C1395,0.06,0,0,0.57,0,0,0.36,0,0,0,0.01,0.36,41870,7,0.21,0.69,0.1,0,0,0.38,0,0.56,0,0.06,5,2.012190920152286,6,6978.333333333333,0.7017851560946882,banana/importedfruits,tomato/plum/melon,koreanbeef,fruite,meat,dairy
C1396,1,0,0,0,0,0,0,0,0,0,0,0.09,990,1,0,0,1,0,0,1,0,0,0,0,1,3.162277660168379,1,990,0,fermentedmilk,NA,NA,dairy,NA,NA
C1398,0.05,0.04,0.03,0,0.04,0,0.3,0,0.08,0.47,0,0.64,100820,13,0.06,0.87,0.07,0,0,0.07,0,0.06,0.79,0.08,12,1.5900414274926866,6,16803.333333333332,1.2322297388582804,softdrinks,candy-gum,chilledagriculturalproducts,snack,meat,seafood
C1400,0,0,0,1,0,0,0,0,0,0,0,0.09,11890,1,0,0,1,1,0,0,0,0,0,0,1,3.162277660168379,1,11890,0,banana/importedfruits,NA,NA,fruite,NA,NA
C1401,0.12,0.02,0.03,0.14,0.34,0.01,0.05,0.06,0.12,0.01,0.1,1,120237,35,1,0,0,0.16,0.03,0.24,0.36,0,0,0.22,24,0.9925159367499093,13,9249,0.7578420642002371,fermentedmilk,fruitvegetables,rootvegetables,house_prod,fruite,dairy
C1402,0,0,0.29,0,0.23,0,0,0,0.17,0,0.3,0.36,34110,7,0,0.62,0.38,0.2,0,0.07,0,0.23,0.5,0,7,1.366354925766376,6,5685,0.5145601312415853,eidbleherbs,otherlivefish,otherreadymadefoods,vegetable,fastfood,house_prod
C1403,0.22,0,0,0.44,0,0,0.16,0,0,0.17,0,0.36,31510,7,0,1,0,0,0,0.41,0,0,0.59,0,7,1.5249095888460584,2,15755,0.25806816831625823,bakery,banana/importedfruits,eggs,fruite,dairy,snack
C1404,0,0.33,0.03,0.12,0,0,0,0,0.46,0,0.06,0.45,73050,7,0.8,0.05,0.15,0,0.05,0,0.95,0,0,0,7,1.6528644314287868,3,24350,1.2082367940900647,apple/sweetmelon,bottledfoods,chilledseafood,seafood,drink,fruite
C1405,0.19,0,0.31,0.18,0,0,0.21,0,0.05,0,0.06,0.55,193223,30,0,0.34,0.66,0.09,0.06,0.11,0.07,0.1,0.24,0.32,13,1.1706523581712442,15,12881.533333333333,0.651480525027621,milk,otherreadymadefoods,beans,fastfood,meat,dairy
C1406,0.07,0.2,0.12,0.16,0.28,0,0,0.06,0.11,0,0,0.64,56150,9,0.07,0.93,0,0.22,0.07,0.33,0,0,0,0.39,8,0.99426210933177706,6,9358.333333333334,0.7369682635216339,fruitvegetables,banana/importedfruits,chillednoodles,house_prod,drink,fruite
C1408,0.08,0.07,0.11,0.06,0.25,0,0.05,0.06,0.12,0.18,0.01,0.91,274470,41,0.06,0.87,0.07,0.08,0.56,0.07,0.08,0.18,0,0.03,26,0.7468491473887384,26,10556.538461538461,1.3744652123774557,fermentedmilk,chilledagriculturalproducts,noodles,house_prod,snack,seafood
C1409,0.11,0,0,0,0,0,0.46,0,0.21,0.22,0,0.36,50741,5,0,0,1,0,0,0,0,0.86,0.14,0,5,1.5758955559828578,2,25370.5,1.029590729540697,candy-gum,cheese/butter,koreanpork,meat,snack,seafood
C1410,0,0.67,0,0,0,0,0,0,0.27,0,0.06,0.27,32900,4,0,0.94,0.06,0.94,0,0,0.06,0,0,0,4,2.17912344860474,3,10966.666666666666,0.9228712861679214,driedfish,eidbleherbs,harddrinks,drink,seafood,vegetable
C1411,0.2,0.03,0.09,0.16,0,0,0.26,0,0.06,0.02,0.18,0.73,85880,24,0,0.12,0.88,0.34,0.29,0.2,0.05,0,0,0.12,15,0.9867233002556437,19,4520,0.6869159269217743,beans,chilledlivestock,fermentedmilk,meat,dairy,vegetable
C1412,0.4,0,0,0,0.26,0,0,0,0,0.23,0.11,0.36,15560,7,0,0.77,0.23,0.18,0,0.23,0,0.59,0,0,6,1.4844728928575295,3,5186.666666666667,0.6586506930007203,fermentedmilk,chilledagriculturalproducts,chilleddairymilks,dairy,house_prod,snack
C1413,0,0,0.86,0,0,0,0,0,0,0,0.14,0.18,11570,3,0,0.4,0.6,0.4,0,0,0,0,0.6,0,3,2.718849732961457,2,5785,0.2945768958789247,instantfoods,lattuce,processeddryfoods,fastfood,vegetable,NA
C1414,0.16,0.11,0.08,0.25,0.02,0,0,0,0.02,0.2,0.15,0.73,120123,43,0.09,0.67,0.24,0.18,0.04,0.17,0.22,0.26,0.01,0.11,25,0.9439569006664467,24,5005.125,0.8560663499711475,softdrinks,beans,cooky/cakes,fruite,snack,dairy
C1415,0.05,0.09,0.18,0.11,0.41,0,0.01,0.04,0,0,0.1,0.73,97250,35,0,0.15,0.85,0.05,0.05,0.34,0.29,0.05,0.11,0.12,22,1.2680375751928248,17,5720.588235294118,0.8519567949429759,wastepapers,softdrinks,lattuce,house_prod,fastfood,fruite
C1418,0.25,0.15,0.2,0.12,0.03,0,0,0,0,0,0.25,0.55,115150,15,0,0.21,0.79,0.33,0.08,0.24,0.22,0.13,0,0,8,1.1190054674814676,8,14393.75,0.5018775984406906,beans,fermentedmilk,instantfoods,vegetable,dairy,fastfood
C1419,0,0,0,0,0,0,1,0,0,0,0,0.09,7580,1,0,1,0,0,0,0,1,0,0,0,1,3.1622776601683786,1,7580,0,frozendumpling,NA,NA,meat,NA,NA
C1420,0,0,0.18,0.76,0,0,0,0,0,0.06,0,0.27,45850,6,0,0.94,0.06,0,0.22,0,0,0.17,0.61,0,6,2.3924747054424467,3,15283.333333333334,0.7216250672928497,apple/sweetmelon,banana/importedfruits,fruitvegetables,fruite,fastfood,snack
C1421,0.06,0,0,0.46,0,0,0.37,0,0,0,0.11,0.36,31652,7,0.37,0.06,0.57,0,0,0.37,0,0.57,0.06,0,7,1.7387016662547266,4,7913,0.5530175892763005,apple/sweetmelon,banana/importedfruits,chinesecabbages,fruite,meat,vegetable
C1422,0.17,0.23,0.18,0.29,0,0,0,0,0,0.13,0,0.45,88260,30,0,0.1,0.9,0,0.06,0.03,0.09,0.49,0.25,0.08,13,1.1736854546813447,21,4202.857142857143,0.8297679323523922,fermentedmilk,harddrinks,softdrinks,fruite,drink,fastfood
C1424,0.04,0.27,0.3,0.3,0,0,0,0,0,0.08,0.01,0.55,87260,18,0.03,0.76,0.21,0.08,0.03,0.28,0.18,0.41,0.02,0,9,1.3656775189445018,14,6232.857142857143,0.69305463164857,bottledfoods,cooky/cakes,milk,fastfood,fruite,drink
C1425,0,0,0,0,0,0,0,0,0,0.63,0.37,0.18,15990,2,0.37,0.63,0,0.37,0,0,0.63,0,0,0,2,2.2013412144070017,2,7995,0.3546589359046974,minorcereals,rootvegetables,NA,snack,vegetable,NA
C1426,0.13,0,0.38,0.33,0,0,0.15,0,0,0,0,0.36,29990,5,0,0.18,0.82,0.82,0,0.15,0.03,0,0,0,5,1.5109196973702645,4,7497.5,1.1743561180480997,eggs,koreanchicken,mandarinorange/watermelonandotherfruits,fastfood,fruite,meat
C1427,0,0.22,0.07,0.54,0,0,0,0,0,0.18,0,0.36,26110,9,0,0,1,0,0,0.28,0,0.49,0.22,0,7,1.7525486406555866,4,6527.5,0.11280184115759527,snacks,softdrinks,apple/sweetmelon,fruite,drink,snack
C1429,0,0,0,0,0,0,0,0,0,0,1,0.09,1800,1,0,1,0,0,0,0,0,1,0,0,1,3.16227766016838,1,1800,0,beans,NA,NA,vegetable,NA,NA
C1431,0,0,0.19,0.38,0,0,0,0.14,0,0.21,0.08,0.45,25980,6,0,1,0,0.11,0.51,0,0,0,0.38,0,6,1.3290585636612937,3,8660,0.6063488291863212,bakery,cooky/cakes,ketchupandmayoneise,fruite,snack,fastfood
C1432,0.04,0.01,0,0.25,0.09,0,0.25,0,0.2,0.05,0.1,0.73,135537,25,0,1,0,0.15,0.26,0.46,0,0,0.13,0,23,1.0487130667413889,7,19362.428571428572,0.40810577292595085,eidbleherbs,otherlivefish,beans,meat,fruite,seafood
C1433,0,0,0,0.02,0.21,0,0.61,0,0,0.09,0.08,0.45,116956,17,0.22,0.77,0.01,0,0.21,0.22,0.09,0.13,0.1,0.25,9,1.9276306721291245,15,7797.066666666667,0.7727399265181963,koreanpork,lattuce,cookingoil,meat,house_prod,snack
C1434,0.13,0.12,0.19,0.03,0.31,0,0,0.16,0,0,0.07,0.64,100330,18,0.1,0.66,0.24,0.33,0.46,0.02,0.08,0.02,0,0.1,13,1.0548063966806336,12,8360.833333333334,0.9223899651786085,softdrinks,wastepapers,soysaucesandpastes,house_prod,fastfood,sauce
C1435,1,0,0,0,0,0,0,0,0,0,0,0.09,2990,1,0,1,0,0,0,0,0,0,0,1,1,3.16227766016838,1,2990,0,milk,NA,NA,dairy,NA,NA
C1436,0,0,0,0,0,0,0.83,0,0,0.17,0,0.18,12000,2,0.17,0,0.83,0,0,0,0,0.17,0,0.83,2,2.6352313834736485,2,6000,0.9428090415820634,bakery,seasonedmeat,NA,meat,snack,NA
C1440,0,1,0,0,0,0,0,0,0,0,0,0.09,6190,1,0,1,0,0,1,0,0,0,0,0,1,3.1622776601683786,1,6190,0,coffee,NA,NA,drink,NA,NA
C1441,0,0,1,0,0,0,0,0,0,0,0,0.09,5000,1,0,1,0,0,0,0,1,0,0,0,1,3.1622776601683786,1,5000,0,otherreadymadefoods,NA,NA,fastfood,NA,NA
C1443,0.98,0.02,0,0,0,0,0,0,0,0,0,0.18,3770,2,0,0,1,0,0,0,0,0,1,0,2,3.0891848426519553,1,3770,0,milk,otherbeverages,NA,dairy,drink,NA
C1444,0,0,0,0,0,0,0,0,0,0,1,0.09,6560,2,0,1,0,0,1,0,0,0,0,0,2,3.162277660168379,2,3280,0.12503717472201145,eidbleherbs,wildvegetables,NA,vegetable,NA,NA
C1445,0.08,0.2,0.09,0.08,0.05,0,0.3,0.05,0.03,0,0.11,0.82,356321,68,0.13,0.28,0.6,0.04,0.06,0.18,0.18,0.12,0.19,0.23,29,0.9340110009274206,28,12725.75,0.9080869132891494,softdrinks,beans,bottledfoods,meat,drink,vegetable
C1446,0.33,0,0,0.31,0,0,0,0,0,0,0.36,0.27,24110,3,1,0,0,0,1,0,0,0,0,0,3,1.638680376500663,1,24110,0,chinesecabbages,fruitvegetables,mushrooms,vegetable,dairy,fruite
C1448,0.51,0,0,0,0,0,0,0,0,0.49,0,0.18,8450,3,0.49,0.51,0,0,0,0,0.49,0.51,0,0,3,2.1224547715331603,2,4225,0.0418406379400324,candy-gum,milk,snacks,dairy,snack,NA
C1449,0.26,0,0,0,0.21,0,0.19,0,0.12,0.07,0.15,0.55,69816,15,0,0.81,0.19,0.42,0.14,0.21,0,0,0,0.23,8,1.048581499677522,10,6981.6,0.8010966999177591,fermentedmilk,chilledseafood,beans,dairy,house_prod,meat
C1450,0,0,0,0.03,0.97,0,0,0,0,0,0,0.18,26390,4,0,0.89,0.11,0.03,0,0,0.89,0.08,0,0,4,3.0468138114518593,3,8796.666666666666,1.4489067317247122,banana/importedfruits,hairproducts,laundrydetergent,house_prod,fruite,NA
C1451,0,1,0,0,0,0,0,0,0,0,0,0.09,22100,1,0,1,0,0,0,0,1,0,0,0,1,3.16227766016838,1,22100,0,coffee,NA,NA,drink,NA,NA
C1452,0,0,0,0,0,0,1,0,0,0,0,0.09,16180,1,0,0,1,0,0,0,0,0,0,1,1,3.162277660168379,1,16180,0,koreanbeef,NA,NA,meat,NA,NA
C1453,0,0.19,0.11,0.7,0,0,0,0,0,0,0,0.27,20180,5,0,0.39,0.61,0.61,0,0,0,0,0.39,0,5,2.225325053451205,3,6726.666666666667,0.14025011590756872,apple/sweetmelon,banana/importedfruits,bottledfoods,fruite,drink,fastfood
C1456,0,0,0,0,0,0,0,1,0,0,0,0.09,2800,1,0,0,1,0,0,0,1,0,0,0,1,3.162277660168379,1,2800,0,ketchupandmayoneise,NA,NA,sauce,NA,NA
C1457,0.22,0.34,0.43,0,0,0,0,0,0,0,0,0.27,12560,4,0,1,0,0.22,0,0.19,0,0,0.59,0,4,1.7050906043151166,3,4186.666666666667,0.6649929185848695,fermentedmilk,harddrinks,instantfoods,fastfood,drink,dairy
C1458,0.13,0,0.12,0,0,0,0.03,0.4,0.14,0.03,0.15,0.64,94570,14,0.82,0,0.18,0.08,0.46,0.08,0,0.35,0,0.04,11,1.2690227462983303,8,11821.25,1.0564139285466272,milk,rootvegetables,beans,sauce,vegetable,seafood
C1459,0.1,0.42,0,0.44,0,0,0,0,0,0,0.05,0.36,29180,6,0,1,0,0.49,0,0.41,0.1,0,0,0,5,1.7725051236477087,3,9726.666666666666,0.6234274658107489,softdrinks,fermentedmilk,fruitvegetables,fruite,drink,dairy
C1460,0,0,0,0.76,0,0,0,0,0,0,0.24,0.18,5280,2,1,0,0,0,0,0,1,0,0,0,2,2.4368443174057566,1,5280,0,mushrooms,pear/kiwi/grape,NA,fruite,vegetable,NA
C1461,0,0,0,0.44,0.56,0,0,0,0,0,0,0.18,20180,3,0.56,0.44,0,0.44,0.16,0.4,0,0,0,0,3,2.1392761071423454,3,6726.666666666667,0.4464351885207157,dentalproducts,sanitaryproducts,strawberry/peach/,house_prod,fruite,NA
C1462,0,0,0,0,0,0,0,0,1,0,0,0.09,11303,1,1,0,0,0,0,1,0,0,0,0,1,3.16227766016838,1,11303,0,otherseafoods,NA,NA,seafood,NA,NA
C1463,0,0,0.18,0.3,0,0,0.31,0,0,0,0.21,0.36,25640,7,0.75,0.25,0,0.14,0.43,0.12,0,0,0,0.32,6,1.3764389334437126,6,4273.333333333333,0.8103128413035866,fruitvegetables,banana/importedfruits,koreanbeef,meat,fruite,vegetable
C1464,0,0.05,0.22,0.24,0.04,0.04,0,0,0.07,0.09,0.25,0.73,101840,19,0.03,0.69,0.28,0.13,0.19,0.16,0.19,0.03,0.1,0.2,14,1.0445576258163598,11,9258.181818181818,0.5793139748041802,beans,instantfoods,ramen,vegetable,fruite,fastfood
C1467,0.08,0.18,0.08,0.29,0.05,0,0.22,0.04,0.01,0.03,0.02,0.91,269482,53,0,0.45,0.55,0.09,0.22,0.29,0.15,0.21,0.01,0.04,27,1.0084963707886223,22,12249.181818181818,0.995841143077842,fermentedmilk,koreanpork,ramen,fruite,meat,drink
C1468,0,0.04,0.03,0.05,0.06,0,0,0,0.13,0.6,0.09,0.64,76150,10,0,0.86,0.14,0,0,0.72,0.22,0,0,0.06,9,1.8234454187716191,6,12691.666666666666,1.2850749088679518,cooky/cakes,apple/sweetmelon,beans,snack,seafood,vegetable
C1469,0.56,0,0,0,0,0,0,0,0,0.44,0,0.18,1980,2,0,0,1,1,0,0,0,0,0,0,2,2.1372648957412608,1,1980,0,chilleddairymilks,snacks,NA,dairy,snack,NA
C1470,0,0,0,0,0,0,0,0,0,1,0,0.09,8320,1,0,1,0,0,1,0,0,0,0,0,1,3.162277660168379,1,8320,0,bakery,NA,NA,snack,NA,NA
C1471,0.09,0.03,0.09,0.14,0.06,0,0,0.02,0.23,0.17,0.14,0.91,325501,78,0.05,0.85,0.1,0.17,0.19,0.28,0.15,0.06,0.1,0.05,37,0.8036171630673623,36,9041.694444444445,1.1517550255854108,banana/importedfruits,eidbleherbs,driedfish,seafood,snack,vegetable
C1472,0.09,0.32,0,0.24,0,0,0.14,0,0.14,0.05,0.02,0.64,148124,21,0.1,0.18,0.72,0.01,0.12,0.02,0.14,0.4,0.21,0.11,14,1.1468789872526117,17,8713.176470588236,0.7749714832753496,harddrinks,icecream,otherlivefish,drink,fruite,meat
C1473,0.05,0,0.1,0.03,0,0,0.03,0,0,0.65,0.14,0.55,98060,26,0,0.69,0.31,0.05,0.17,0.13,0.35,0.05,0.06,0.19,14,2.0165281921752594,19,5161.0526315789475,0.6866903269002699,snacks,ready-madesnacks,noodles,snack,vegetable,fastfood
C1475,0.03,0.17,0.11,0.6,0,0,0,0.02,0,0.07,0,0.55,92320,17,0,0.57,0.43,0,0.11,0.32,0.01,0.39,0.04,0.14,8,1.8756518337585193,14,6594.285714285715,0.9141965272292507,dryfruits,harddrinks,snacks,fruite,drink,fastfood
C1476,0,0,0.74,0,0,0,0,0,0.26,0,0,0.18,13590,2,0.26,0.74,0,0.74,0,0,0,0,0.26,0,2,2.3924048640039315,2,6795,0.6670426000597159,chilledseafood,otherreadymadefoods,NA,fastfood,seafood,NA
C1477,0.29,0.33,0.26,0,0,0,0,0.08,0,0.05,0,0.45,37660,12,0.16,0.84,0,0.1,0.1,0.46,0.1,0.11,0,0.13,6,1.385656025415871,11,3423.6363636363635,0.8678303025832771,fermentedmilk,ramen,snacks,drink,dairy,fastfood
C1478,0.52,0.03,0.16,0,0,0.07,0,0,0,0.21,0,0.45,17000,9,0,0.48,0.52,0.14,0,0.23,0.15,0.48,0,0,7,1.6790949531195951,6,2833.3333333333335,0.6127029005077889,chilleddairymilks,bottledfoods,cooky/cakes,dairy,snack,fastfood
C1479,0,0,0,0,0,0,0,0,1,0,0,0.09,2980,1,0,0,1,0,0,1,0,0,0,0,1,3.162277660168379,1,2980,0,otherlivefish,NA,NA,seafood,NA,NA
C1480,0.21,0.11,0.07,0.15,0.15,0,0,0.06,0,0,0.25,0.64,108655,29,0.27,0.27,0.46,0.08,0,0.22,0.06,0.4,0.08,0.16,19,0.9481119923664231,17,6391.470588235294,1.0417800770436205,beans,eggs,milk,vegetable,dairy,fruite
C1481,0,0.05,0.19,0.38,0.24,0,0,0.01,0,0,0.13,0.55,156570,19,0.14,0.78,0.08,0,0,0,0.09,0.16,0.51,0.24,12,1.3495122432658515,14,11183.57142857143,0.6612788458510265,beans,otherreadymadefoods,strawberry/peach/,fruite,house_prod,fastfood
C1482,0,0,0,0,0,0,0,0,0,1,0,0.09,5080,2,0.51,0.49,0,0.51,0,0,0,0,0.49,0,1,3.162277660168379,2,2540,0.022271079722410946,cooky/cakes,NA,NA,snack,NA,NA
C1486,0,0,0,0,0.47,0,0,0.21,0,0,0.32,0.27,21234,4,0,0,1,0,0,0.47,0,0.53,0,0,4,1.7391226539417326,2,10617,0.09550636942841756,eidbleherbs,laundrydetergent,rootvegetables,house_prod,vegetable,sauce
C1487,0.05,0.02,0.28,0.07,0.16,0,0.18,0,0.07,0,0.17,0.73,108240,18,0,0.19,0.81,0.58,0.12,0,0,0,0,0.3,12,0.9673847596711664,6,18040,0.7112721236515641,lattuce,fermentedmilk,otherlivefish,fastfood,meat,vegetable
C1488,0,0.75,0,0,0,0,0,0,0,0.25,0,0.18,8780,4,0.32,0.68,0,0.21,0,0.21,0.57,0,0,0,2,2.42254884321537,4,2195,0.20188281855147577,softdrinks,bread,NA,drink,snack,NA
C1489,0,0.56,0.2,0.08,0,0,0,0,0.16,0,0,0.36,15340,6,0,1,0,0,0,0.57,0.23,0,0,0.2,5,1.7992718186228123,4,3835,0.8709478042404368,harddrinks,bottledfoods,chilledseafood,drink,fastfood,seafood
C1490,0,0,0.2,0,0.17,0,0.6,0,0,0,0.03,0.36,41911,9,0,1,0,0,0.36,0.03,0.47,0,0,0.14,7,1.9202318047293483,5,8382.2,0.6143160302630103,koreanpork,beans,chilledagriculturalproducts,meat,fastfood,house_prod
C1492,0.09,0.15,0.17,0.09,0.07,0,0.38,0,0,0,0.07,0.64,86778,18,0,0.85,0.15,0,0.15,0,0,0.81,0.04,0,14,1.1731140581427975,8,10847.25,0.7148125950622454,harddrinks,koreanpork,bottledfoods,meat,fastfood,drink
C1495,0.16,0,0.21,0.28,0,0,0,0.12,0,0,0.24,0.45,32080,7,0.05,0.31,0.64,0.28,0.41,0,0,0.31,0,0,6,1.1780534342321372,4,8020,0.5604078150908027,beans,chillednoodles,eggs,fruite,vegetable,fastfood
C1496,0.15,0,0.05,0.12,0.13,0,0.19,0.05,0.13,0.11,0.07,0.82,292781,68,0.14,0.82,0.04,0.13,0.26,0.12,0.27,0.03,0.03,0.17,33,0.6436190159492439,37,7913,1.0954555768341432,fruitvegetables,cooky/cakes,koreanpork,meat,dairy,house_prod
C1497,0.33,0,0,0.08,0,0,0,0,0.59,0,0,0.27,11870,4,0,0.08,0.92,0.92,0,0,0,0,0.08,0,4,2.0180361770197215,2,5935,1.1783127322552578,fermentedmilk,fruitvegetables,icecream,seafood,dairy,fruite
C1498,0.59,0,0.41,0,0,0,0,0,0,0,0,0.18,7870,4,0.13,0.87,0,0,0,0,0.87,0.13,0,0,3,2.1672897816328365,2,3935,1.0584139621826596,fermentedmilk,chilleddairymilks,ramen,dairy,fastfood,NA
C1500,0.17,0.01,0.11,0.31,0,0,0,0.1,0.03,0.01,0.27,0.73,125454,32,0.23,0.7,0.08,0.3,0.05,0.19,0.1,0.11,0.05,0.2,17,1.1812111336796958,22,5702.454545454545,0.6542842965129084,fruitvegetables,beans,eggs,fruite,vegetable,dairy
C1501,0.04,0.07,0.02,0.16,0.13,0,0.06,0.01,0,0.38,0.15,0.82,86898,16,0.14,0.42,0.43,0.16,0.06,0.64,0,0,0,0.14,14,1.1691567972563583,8,10862.25,0.9025476454283407,mushrooms,tomato/plum/melon,eidbleherbs,snack,fruite,vegetable
C1502,0.02,0,0.07,0.02,0.28,0,0,0,0,0.6,0,0.45,48440,10,0.48,0.52,0,0.38,0.07,0.17,0.09,0,0,0.28,7,1.9903102618098163,9,5382.222222222223,0.757960557780417,bakery,chocolete,cooky/cakes,snack,house_prod,fastfood
C1504,0.42,0,0.31,0.09,0,0,0,0,0,0.18,0,0.36,54590,10,0.27,0.58,0.14,0,0.11,0.31,0.48,0.05,0,0.05,7,1.5574780000235828,8,6823.75,0.5472807187116732,fermentedmilk,cereals,cheese/butter,dairy,fastfood,snack
C1505,0,1,0,0,0,0,0,0,0,0,0,0.09,1200,1,0,1,0,0,0,0,1,0,0,0,1,3.1622776601683804,1,1200,0,softdrinks,NA,NA,drink,NA,NA
C1507,0,0,0,0,0,0,0.36,0,0.64,0,0,0.18,27700,2,0,1,0,0,0,0,1,0,0,0,2,2.2192331478042955,2,13850,0.3931207375549759,importedbeef,otherlivefish,NA,seafood,meat,NA
C1508,0,0,1,0,0,0,0,0,0,0,0,0.09,2000,1,0,1,0,0,0,0,0,0,1,0,1,3.1622776601683804,1,2000,0,noodles,NA,NA,fastfood,NA,NA
C1509,0,0,0,0,0,0.72,0,0,0,0,0.28,0.18,16000,2,0,1,0,0.72,0,0,0.28,0,0,0,2,2.3564240651886066,2,8000,0.6187184335382291,cosmetics,rootvegetables,NA,makeup,vegetable,NA
C1510,0,0,0.39,0,0,0,0,0.61,0,0,0,0.18,2550,2,0.61,0.39,0,0,0.61,0.39,0,0,0,0,2,2.180794151121456,2,1275,0.3050264546294911,artificialpowders,ramen,NA,sauce,fastfood,NA
C1511,0,0,0,0,0,0,0,0,0,1,0,0.09,6990,1,0,1,0,0,0,0,0,0,0,1,1,3.1622776601683786,1,6990,0,ready-madesnacks,NA,NA,snack,NA,NA
C1512,0.56,0,0,0,0,0,0,0,0,0,0.44,0.18,3590,2,0,0.44,0.56,0,1,0,0,0,0,0,2,2.1381619953521076,2,1795,0.16151185531280474,eidbleherbs,icecream,NA,dairy,vegetable,NA
C1513,0,0.26,0.31,0,0.11,0,0.18,0.08,0,0.06,0,0.55,58352,11,0.09,0.91,0,0,0.31,0.09,0.42,0.06,0.12,0,10,1.176192890235959,6,9725.333333333334,0.9601795820284151,ramen,bottledfoods,frozendumpling,fastfood,drink,meat
